,,,,,,,,,,,,,,,,,,,,,,,,,April 1 = 1,20,21,22,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,67,69,71,72,73,74,76,77,78,79,80,81,82,83,84,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,107,108,109,110,112,113,114,115,116,117,121,122,125,115,116,117,118,121,122,125,,,,,,,,
404,RLCC,LETE,29.78567,-93.21566,symbolic,6/5/2019,Y,0,0,,,,,53,69,69,"11 June- camera was on nest and observed the chicks in scrape, and a fiddler crab with large claw being fended off by adults",,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 7d",,,,2E,,,,2E,,,,2E,2E,2C,,hatch ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,RLCC,LETE,29.78566,-93.21569,symbolic,6/3/2019,Y,0,0,,,,,53,65,67,likely abandoned from the June 5 storm.,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3E, 10d",,,,3E,,,,3E,,,,2E,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,RLCC,LETE,29.78556,-93.21523,symbolic,6/1/2019,Y,0,0,"KR, female",,,GHOW,53,62,62,"1 June- eggs hatched, 2C visible on camera. Early morning on June 2, a GHOW depredated the nest. Chicks were lost. KBB",,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E,,,,3E,,,,3E,hatch day,chicks eaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,RLCC,LETE,29.78557,-93.2152,symbolic,6/8/2019,N,0,0,,,,,61,65,67,6 June- eggs and rock washed out in this area from June 5 storm,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 15d",,,2E,2E,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,RLCC,LETE,29.78557,-93.21532,symbolic,6/8/2019,N,0,0,,,,,61,72,72,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 15d",,,2E,2E,2E,,,"hatch 1C, 1E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,RLCC,LETE,29.78558,-93.21544,symbolic,6/8/2019,N,0,0,,,,,61,72,72,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3E, 15d",,,3E,3E,3E,,,"hatch, 1C, 1E starring, 1E pipped with dead chick inside, egg was outside nest scrape",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,RLCC,LETE,29.78555,-93.21542,symbolic,6/8/2019,N,0,0,,,,,61,72,72,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E,15d",,,,2E,2E,,,hatch 1C observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,RLCC,LETE,29.78561,-93.21555,symbolic,6/8/2019,N,0,0,,,,,61,72,72,11 June- poop in scrape,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3E, 15d",,,,3E,3E,,,hatch ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,RLCC,LETE,29.7856,-93.21558,symbolic,6/1/2019,N,0,0,,,,,,,,"likely hatched, but no direct evidence aside from a lot of angry adults overhead on June 4. KBB",,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E,19d",,,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,RLCC,LETE,29.78501,-93.21436,none,6/12/2019,N,0,0,,,,,61,77,77,nest has a game camera on video mode. check camera for hatch day confirmation. 18 June- 3 chicks hiding and being fed under the camera and shading in the cinder block. later footage shows mosquito control truck spraying chemicals and turning around in the immediate area. ,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3E, 7d, 4d, 4d",,,,3E,BON,,,BON,,,3E,hatch day,,"3C, 2-3d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,RLCC,LETE,29.7854,-93.21516,symbolic,,N,0,0,,,,GHOW,76,93,93,15 June- bushnell cam on nest. Camera footage shows bird on nest through June 23 thus far. Camera footage shows chick hatching at 9:24am on July 2nd. GHOW ate the chick and remaining egg around 4:45am on July 4th,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,BON,,,,,2E,,,,BON,,,,"1C, 1E hatch",,depredated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,RLCC,LETE,29.78535,-93.21528,symbolic,,N,0,0,,,,,76,84,89,15 June- exodus cam on nest. 17 June- camera shows nest submerged from storm from 4am-10:30am. Curious if this will impact hatch. 24 June- nest was submerged again from heavy rainfall and eggs were washed away. Photos confirm nest fate.,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,BON,,,,,2E,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,RLCC,LETE,29.78519,-93.21503,symbolic,,N,10,15,KR,,,grackle,84,89,93,23 June- exodus camera deployed on nest 2 July- grackle at nest 5 July camera removed,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 14d, vert at surf",,,,BON,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,RLCC,LETE,29.7854,-93.21503,symbolic,,N,0,0,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 14d, vert at surf",,,,BON,,,,,,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Sep,RAIN,LETE,29.69855,-92.22722,none,,,0,0,,,,,80,94,94,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E 7d, 4d",,,,,,,,,,,,,"1C, 1E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107b,RUTE,LETE,29.75877,-93.12273,none,,,,,,,,,,,,renest at 107 stick,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3211,RUTW,LETE,29.76684,-93.1606,none,7/5/2019,,,,,,,,82,91,100,camera placed 6/21; check cam for fate,Y,N,U,NA,NA,"pulled cameras before July 4th weekend, then couldn't get back to area until 7/9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E-5d,,,,3E,,,,3E,,,,,,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB-1,HBRB,LETE,29.76772,-93.41157,none,not floated,N,,,,,,,,,,nests were not marked or floated bc of coyotes in area and infrequent site visits,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB-2,HBRB,LETE,29.76579,-93.38278,none,not floated,N,,,,,,,,,,nests were not marked or floated bc of coyotes in area and infrequent site visits,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB-3,HBRB,LETE,29.76558,-93.3805,none,not floated,N,,,,,,,,,,nests were not marked or floated bc of coyotes in area and infrequent site visits,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB-4,HBRB,LETE,29.76555,-93.3802,none,not floated,N,,,,,,,,,,nests were not marked or floated bc of coyotes in area and infrequent site visits,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB-5,HBRB,LETE,29.76545,-93.37843,none,not floated,N,,,,,,,,,,nests were not marked or floated bc of coyotes in area and infrequent site visits,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB-6,HBRB,LETE,29.76541,-93.37791,none,not floated,N,,,,,,,,,,nests were not marked or floated bc of coyotes in area and infrequent site visits,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB-7,HBRB,LETE,29.76539,-93.37773,none,not floated,N,,,,,,,,,,nests were not marked or floated bc of coyotes in area and infrequent site visits,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB-8,HBRB,LETE,29.76538,-93.37769,none,not floated,N,,,,,,,,,,nests were not marked or floated bc of coyotes in area and infrequent site visits,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,HBRB,LETE,29.76538,-93.37785,none,not floated,N,,,,,,,,,,nest not marked or floated (coyotes) but camera placed on 6/27; hatch was 6/28,Y,Y,U,H,6/28/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,HBRB,LETE,29.76522,-93.37755,none,not floated,N,,,,,#VALUE!,,,,,nest not marked or floated (coyotes) but camera placed on 6/27,Y,Y,U,D,6/29/2019,,"not sure which folder has these photots - might be ""holly beach maybe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,HBRB,LETE,29.76505,-93.37583,none,not floated,N,,,,,#VALUE!,,,,,nest not marked or floated (coyotes) but camera placed on 6/27; camera batteries died,Y,N,U,NA,NA,camera batteries died,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KILL,RLCC,KILL,29.78576,-93.21568,symbolic,5/31/2019,Y,0,0,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4E,,,,BON,,,,BON,,4C observed,,no KILL observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OYBA-1,OYBA,LETE,29.77982,-93.40173,none,5/23/2019,Y,0,0,,,,,,,,on the dirt road through the restoration site,,,,,,,,,,,,,,,,,,,,1E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OYBA-10,OYBA,LETE,29.77412,-93.4012,none,5/31/2019,Y,0,0,,,,,,,,not tracked to fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 4d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OYBA-11,OYBA,LETE,29.775,-93.39834,none,5/31/2019,Y,0,0,,,,,,,,not tracked to fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 4d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OYBA-12,OYBA,LETE,29.77988,-93.40085,none,5/31/2019,N,0,0,,,,,,,,not tracked to fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 4d, 1d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OYBA-2,OYBA,LETE,29.78064,-93.39759,none,5/22/2019,Y,0,0,,,,,,,,on the dirt road through the restoration site. not tracked to fate.,,,,,,,,,,,,,,,,,,,,2E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OYBA-3,OYBA,LETE,29.77984,-93.40109,none,5/23/2019,Y,0,0,,,,,32,32,45,on the dirt road through the restoration site,,,F,,,,,,,,,,,,,,,,,1E,,,,,,,,,,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OYBA-4,OYBA,LETE,29.77974,-93.40265,none,5/22/2019,Y,0,0,,,,,32,32,45,on the dirt road through the restoration site,,,F,,,,,,,,,,,,,,,,,2E,,,,,,,,,,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OYBA-5,OYBA,LETE,29.77949,-93.40546,none,5/22/2019,Y,0,0,,,,,32,32,45,on the dirt road through the restoration site,,,F,,,,,,,,,,,,,,,,,2E,,,,,,,,,,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OYBA-6,OYBA,LETE,29.77303,-93.40414,none,5/23/2019,Y,0,0,,,,,32,32,45,,,,F,,,,,,,,,,,,,,,,,1E,,,,,,,,,,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OYBA-7,OYBA,LETE,29.77112,-93.40524,none,5/22/2019,Y,0,0,,,,,32,32,45,,,,F,,,,,,,,,,,,,,,,,2E,,,,,,,,,,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OYBA-8,OYBA,LETE,29.7739,-93.40099,none,5/22/2019,Y,0,0,,,,,32,32,45,,,,F,,,,,,,,,,,,,,,,,2E,,,,,,,,,,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OYBA-9,OYBA,LETE,29.77135,-93.4052,none,6/3/2019,Y,0,0,,,,,,,,not tracked to fate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1E, 1d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WE-1,ROCK,LETE,29.72569,-92.82782,symbolic,,,0,0,,,,,84,95,101,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E,1E,,,BON,,,,,,1E,,,,,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WE-2,ROCK,LETE,29.72567,-92.82787,symbolic,,,0,0,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E,2E,,,BON,,,,,,2E,,,,,,2E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WE-3,ROCK,LETE,29.72569,-92.8278,symbolic,,,0,0,,,,,86,89,95,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E,,,BON,,,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WE-4,ROCK,LETE,29.72577,-92.82755,symbolic,,,0,0,,,,,86,89,95,4 July- one egg washed out from nest,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E,,,BON,,,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WE-5,ROCK,LETE,29.72577,-92.82758,symbolic,,,0,0,,,,,86,95,101,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,BON,,,,,,2E,,,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WE-6,ROCK,LETE,29.72569,-92.82774,symbolic,,,0,0,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E,,,,,,1E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WE-7,ROCK,LETE,29.72575,-92.82745,symbolic,,,0,0,,,,,95,95,101,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WE-8,ROCK,LETE,29.72566,-92.8275,symbolic,,,0,0,,,,,,,,"10 July, egg floating high and angled at surface. Egg felt dense. TS Barry hit coast on July 13 so unable to check nest status",,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1E, 19d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RUTW,KILL,29.7702,-93.17808,none,,Y,,,,,,,,,,"3 May-adults circling, calling. could not find nest. check for chicks next time? 6 May- nest scrape empty and looks successful. Adults calling from pasture to the north. Not confirmed.",,,U,,,,,,,,,,,4E,,,4E,,,,cannot locate,,,hatch? empty scrape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RAIN,LETE,29.69333,-92.22517,none,,,0,0,,,,,,,,"not tracked for model- found nest with 1C, 1E",,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1C, 1E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ROCK,WIPL,29.67254,-92.85846,none,,Y,,,J2,,,,83,,,found in the middle of hatching. not tracked.,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3E, one hatching",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RAIN,LETE,29.69863,-92.22708,none,,,0,0,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1C, 1d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ROJH,LETE,29.63822,-92.76797,symbolic,,N,0,0,,,,,102,,,not tracking. found floating at 7d old before tropical storm Barry.,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 7d",,,,,,,,,,,,,,,,,,,,,,,,,,,,
